score,at,content,label,processing_result
5,10/28/2022 5:29,aplikasi ini bagus banget,2,"['aplikasi', 'bagus', 'banget']"
5,7/5/2022 18:25,"bagus banget cara ngejelasinnya juga nempel! karena emg bhasa yg digunakan juga bahasa sehari hari jdi kerasa gmpang, selain hrganya juga lebih murah videonya juga ringkas bgt jdi ga cpet bosen. Bismilah utbk2024 hhe",2,"['bagus', 'banget', 'ngejelasinnya', 'nempel', 'emg', 'bhasa', 'yg', 'bahasa', 'hari', 'jdi', 'rasa', 'gmpang', 'hrganya', 'murah', 'video', 'ringkas', 'bgt', 'jdi', 'ga', 'cpet', 'bosen', 'bismilah', 'utbk', 'hhe']"
5,3/7/2022 3:40,Sangat bagus untuk anak anak anda saya kasih bintang 5,2,"['bagus', 'anak', 'anak', 'kasih', 'bintang']"
5,3/10/2022 8:02,"Zenius mantab,,,sangat membantu dalam mengakses pembelajaran",2,"['zenius', 'mantab', 'bantu', 'akses', 'ajar']"
5,3/17/2022 12:02,alhamdulillah aku memakai ini nilai ku menjadi meningkat,2,"['alhamdulillah', 'pakai', 'nilai', 'ku', 'tingkat']"
5,3/4/2022 22:11,Sumpah aplikasi nya bagus. Baget aku kasih bintang lima,2,"['sumpah', 'aplikasi', 'nya', 'bagus', 'baget', 'kasih', 'bintang']"
3,3/17/2022 0:19,"Ada beberapa tutor yang suaranya pelan sekalii, jadi ga enak buat belajar. Tolong kerasin dikit donggðŸ¥²",0,"['ada', 'tutor', 'suara', 'pelan', 'sekali', 'ga', 'enak', 'ajar', 'tolong', 'kerasin', 'dikit', 'dongg']"
5,2/21/2022 8:38,Nice and cool,2,"['nice', 'and', 'cool']"
3,10/17/2020 5:48,"aplikasinya bagus, tpi ada sebagian vidio pembelajaran yang berbayar",1,"['aplikasi', 'bagus', 'tpi', 'ada', 'vidio', 'ajar', 'bayar']"
5,5/14/2022 3:46,"Aplikasinya sangat membantu. Materinya bagus dan lengkap, selain itu penjelasannya mudah dipahami. Lebih suka lagi karena punya fitur ZenCoin jadi klo mau belajar nggak mahal dehðŸ˜...",2,"['aplikasi', 'bantu', 'materi', 'bagus', 'lengkap', 'jelas', 'mudah', 'paham', 'suka', 'fitur', 'zencoin', 'klo', 'ajar', 'nggak', 'mahal', 'deh']"
5,3/10/2022 1:07,"Aplikasi the best, gak pelit walaupun gak VIP, tapi masih bisa dapet fasilitas soal dan try out. Berguna banget",2,"['aplikasi', 'the', 'best', 'gak', 'pelit', 'gak', 'vip', 'dapet', 'fasilitas', 'soal', 'try', 'out', 'guna', 'banget']"
3,5/19/2022 23:47,"Tiap mau nonton video disini sering macet terus, baru beberapa detik mulai masa sudah loading lagi padahal jaringan saya bagus. Saya mau belajar untuk persiapan UTBK jadi malas buka aplikasi ini, karena sering ada kendala di pemutaran video. Harapan saya untuk kedepannya, tolong diperbaiki lagi terima kasih.",0,"['nonton', 'video', 'macet', 'detik', 'loading', 'jaring', 'bagus', 'ajar', 'siap', 'utbk', 'malas', 'buka', 'aplikasi', 'ada', 'kendala', 'putar', 'video', 'harap', 'depan', 'tolong', 'baik', 'terima', 'kasih']"
4,5/20/2022 2:35,"Aplikasi nya bagus cocok buat pelajar, tapi kenapa pas saya buka malah jadi hitam kameranya. Mohon tolong perbaiki ya",1,"['aplikasi', 'nya', 'bagus', 'cocok', 'ajar', 'pas', 'buka', 'hitam', 'kamera', 'mohon', 'tolong', 'baik', 'ya']"
5,9/25/2022 3:05,"Turunin dulu bintangnya, soalnya masih ada beberapa bug. 1. Kalo klik next saat selesai kerjain latihan soal (yg materi zenutbk) video yang diputar malah video sebelumnya 2. Kadang-kadang soalnya nggak bisa dibuka dan malah keluar sendiri 3. Di zencore saat mau maju ke soal selanjutnya sering ngabisin banyak waktu padahal kualitas internet bagus. Semoga bisa diperbaikin ðŸ™",0,"['turunin', 'bintang', 'ada', 'bug', 'kalo', 'klik', 'next', 'selesai', 'kerjain', 'latih', 'soal', 'yg', 'materi', 'zenutbk', 'video', 'putar', 'video', 'kadang', 'kadang', 'nggak', 'buka', 'zencore', 'maju', 'soal', 'ngabisin', 'kualitas', 'internet', 'bagus', 'moga', 'diperbaikin']"
5,9/10/2022 7:40,zenius ter mantep,2,"['zenius', 'ter', 'mantep']"
5,12/5/2022 8:47,Bagus banget,2,"['bagus', 'banget']"
1,8/21/2022 0:29,Aplikasi tidak ramah bintang satu karna zenius kami tidak mendapat nilai ulangan mm sempurna [emot marah sambil cry] mending roboguru HMZZZ Loe zenius sama saja seperti brainly Noob,0,"['aplikasi', 'tidak', 'ramah', 'bintang', 'karna', 'zenius', 'tidak', 'nilai', 'ulang', 'mm', 'sempurna', 'emot', 'marah', 'cry', 'mending', 'roboguru', 'hmzzz', 'loe', 'zenius', 'brainly', 'noob']"
4,2/26/2022 15:39,MANTAP BANGET ZENIUS! ðŸ¥ºðŸ¤©ðŸ™Œâœ¨ soalnya dari pengalaman yang aku dengar.. Cocok banget buat memperdalam materi! Sampe paham! Kompleks bngt wawww,2,"['mantap', 'banget', 'zenius', 'alam', 'dengar', 'cocok', 'banget', 'dalam', 'materi', 'sampe', 'paham', 'kompleks', 'bngt', 'wawww']"
3,6/4/2022 13:38,Saya dulu beralih ke Zenius karena material yg disampaikan lebih cocok diterima oleh saya dan utamanya karena load aplikasinya tidak lama dan ringan. Tapi semakin lama aplikasinya jadi terasa lebih berat dan load apapun menjadi lebih lama meskipun saya menggunakan perangkat dan koneksi internet yang memadai. Sayang sekali. Saya jadi merasa tidak nyaman saat menggunakan aplikasi Zenius karena kendala kendala tsb. Semoga dapat ditingkatkan lebih baik ke depannya.,1,"['alih', 'zenius', 'material', 'yg', 'cocok', 'terima', 'utama', 'load', 'aplikasi', 'tidak', 'lama', 'ringan', 'lama', 'aplikasi', 'berat', 'load', 'apa', 'lama', 'perangkat', 'koneksi', 'internet', 'pada', 'sayang', 'tidak', 'nyaman', 'aplikasi', 'zenius', 'kendala', 'kendala', 'tsb', 'moga', 'tingkat', 'depan']"
5,4/19/2022 1:13,"Aplikasi yg bantu banget buat belajar anak. Videonya bisa ditonton gratis, ada latihan soalnya juga. Fitur ZenCore nya seru. Bisa bikin ketagihan ngerjain kuis seputar matematika, verbal & logika, dan bahasa Inggris.",2,"['aplikasi', 'yg', 'bantu', 'banget', 'ajar', 'anak', 'video', 'tonton', 'gratis', 'ada', 'latih', 'fitur', 'zencore', 'nya', 'seru', 'bikin', 'tagih', 'ngerjain', 'kuis', 'putar', 'matematika', 'verbal', 'logika', 'bahasa', 'inggris']"
5,4/2/2022 0:33,"kalo secara materi, teori, dan isi isinya sih bener bener enak dan nyaman belajar di zenius. sayangnya servernya kadang lemot bgt, jadi bikin ga mood malah saking lemotnya server",1,"['kalo', 'materi', 'teori', 'isi', 'isi', 'sih', 'bener', 'bener', 'enak', 'nyaman', 'ajar', 'zenius', 'sayang', 'servernya', 'kadang', 'lot', 'bgt', 'bikin', 'ga', 'mood', 'saking', 'lot', 'server']"
5,3/26/2022 7:24,Aplikasi keren sangat membantu dan rekomendasi banget deh aku paling suka IPA soalnya mudah dan agak susah......................................................................................................................................... MANTAP JIWO,2,"['aplikasi', 'keren', 'bantu', 'rekomendasi', 'banget', 'deh', 'suka', 'ipa', 'mudah', 'susah', 'mantap', 'jiwo']"
3,12/1/2022 7:04,"Konten pembelajaran masih kurang lengkap, pembawaan materi khususnya untuk konten lama masih membosankan, semoga ada pembaruan konten",0,"['konten', 'ajar', 'kurang', 'lengkap', 'bawa', 'materi', 'konten', 'lama', 'bosan', 'moga', 'ada', 'baru', 'konten']"
5,7/26/2022 9:22,Gampang dipahami,2,"['gampang', 'paham']"
1,4/26/2022 5:46,Tolong diperbaiki lagi aplikasi zenius. Kadang suka patah patah videonya. Dan TutorÂ² di zenius penyampaian materinya kadang susah dimengerti.,0,"['tolong', 'baik', 'aplikasi', 'zenius', 'kadang', 'suka', 'patah', 'patah', 'video', 'tutor', 'zenius', 'sampai', 'materi', 'kadang', 'susah', 'erti']"
5,6/2/2022 15:30,Terimakasih ini sangat membantu sekali,2,"['terimakasih', 'bantu']"
5,5/14/2022 3:51,"Kuisnya lengkap, bikin pinter juga karna aku pake aplikasi ini bisa nambah wawasan banget",2,"['kuis', 'lengkap', 'bikin', 'pinter', 'karna', 'pake', 'aplikasi', 'nambah', 'wawas', 'banget']"
5,7/3/2022 13:15,Sangat membantu maksi kaðŸ˜‡,2,"['bantu', 'maksi', 'ka']"
1,1/28/2022 11:42,kok berbayar,0,['bayar']
3,6/27/2022 7:14,Zenius bagus tapi ngebub tiba tiba keluar sendiri,1,"['zenius', 'bagus', 'ngebub']"
1,3/10/2022 6:54,"Maaf ya, tapi ini masih lemot banget ya allahâ˜¹",0,"['maaf', 'ya', 'lot', 'banget', 'ya', 'allah']"
5,11/5/2022 8:13,"baguss banget buat pelajar yang mau mendalami materi, olimpiade,dan ujianðŸ‘â˜˜ï¸âœ¨",2,"['baguss', 'banget', 'ajar', 'dalam', 'materi', 'olimpiade', 'uji']"
5,4/15/2022 21:13,Pembahasan materi dan soalnya mudah dimengerti,2,"['bahas', 'materi', 'mudah', 'erti']"
3,4/1/2022 12:22,Kok susah dibuka sih,0,"['susah', 'buka', 'sih']"
3,2/20/2020 7:49,Lumayan tapi aplikasi nya education kurang soalnya banyak jadi saya jawab ternyata tidak bisa dibahas yang soal try out dan dicek,1,"['lumayan', 'aplikasi', 'nya', 'education', 'kurang', 'jawab', 'tidak', 'bahas', 'soal', 'try', 'out', 'cek']"
5,7/21/2022 11:28,Bagus Aplikasinya Dan Bermanfaat Buat Belajar,2,"['bagus', 'aplikasi', 'manfaat', 'ajar']"
5,5/13/2022 9:22,Recommended banget zenuis untuk masalah materi dia lengkap banget membantu buat aku yang lagi belajar utbk.,2,"['recommended', 'banget', 'zenuis', 'materi', 'lengkap', 'banget', 'bantu', 'ajar', 'utbk']"
5,6/10/2022 3:16,cooolll,2,['cooolll']
5,9/11/2022 1:09,"Zen practice deprak untuk pelajaran biasa, tolong diperbaiki soalnya sudah tidak bisa dikerjakan sesuai bab yang kita mau, jadi sekarang ngerjainnya semua bab, bukan bab yang kita pilih kayak dulu",0,"['zen', 'practice', 'deprak', 'ajar', 'tolong', 'baik', 'tidak', 'sesuai', 'bab', 'ngerjainnya', 'bab', 'bab', 'pilih', 'kayak']"
4,11/16/2022 1:26,Bisa bertambah pengertian belar melalui Aplikasi Zenius,2,"['tambah', 'erti', 'belar', 'aplikasi', 'zenius']"
5,3/9/2022 13:08,Appilikasi nya sangat bagus untuk anak anak kita,2,"['appilikasi', 'nya', 'bagus', 'anak', 'anak']"
4,2/11/2022 9:36,Lumayan Bagus Disertai Video pembahasan tapi sayang kalau mau full atau di download Harus bayarðŸ˜¤ðŸ˜³ðŸ¥º,1,"['lumayan', 'bagus', 'serta', 'video', 'bahas', 'sayang', 'full', 'download', 'bayar']"
3,3/19/2020 11:38,"Assalamualaikum Saya senang menggunalan zenius karena sangat membantu sekali, namun akhir-akhir ini setiap saya masuk aplikasi zenius, selalu ada pemberitahuan untuk di update & kemarin udah saya update, tapi hari ini ketika saya mau buka kembali harus diupdate kembali. Masa setiap mau masuk perlu diupdate, mohon bantuannya.. Terima kasih",1,"['assalamualaikum', 'senang', 'menggunalan', 'zenius', 'bantu', 'masuk', 'aplikasi', 'zenius', 'ada', 'pemberitahuan', 'update', 'kemarin', 'udah', 'update', 'buka', 'diupdate', 'masuk', 'diupdate', 'mohon', 'bantu', 'terima', 'kasih']"
3,12/12/2021 11:51,"saya nyaman belajar di zenius video pendek tentang pemahaman bab mapel juga mudah dipahami, bagian TPS nya juga sangat nyaman digunakan, tapi kekurangan aplikasi ini itu SERING BUG saya sendiri pengguna premium tidak bisa akses tryout premium di zenius, dan pernah semua bab yang saya kerjakan tiba tiba menghilang. tolong diperbaiki lagi ya pihak zenius demi kenyamanan konsumen",1,"['nyaman', 'ajar', 'zenius', 'video', 'pendek', 'paham', 'bab', 'mapel', 'mudah', 'paham', 'tps', 'nya', 'nyaman', 'kurang', 'aplikasi', 'bug', 'guna', 'premium', 'tidak', 'akses', 'tryout', 'premium', 'zenius', 'bab', 'kerja', 'hilang', 'tolong', 'baik', 'ya', 'zenius', 'nyaman', 'konsumen']"
1,12/1/2022 23:35,Tidak bisa di buka vidionya,0,"['tidak', 'buka', 'vidionya']"
5,6/16/2022 2:35,Bikin tambah faham,2,"['bikin', 'faham']"
5,5/13/2022 9:19,Aplikasi Zenius memang top banget. Pembahasannya mudah dipahami sangat membantu untuk mengasah otak bikin kita jadi semangat belajar terima kasih Zenius,2,"['aplikasi', 'zenius', 'top', 'banget', 'bahas', 'mudah', 'paham', 'bantu', 'asah', 'otak', 'bikin', 'semangat', 'ajar', 'terima', 'kasih', 'zenius']"
1,3/18/2022 0:53,"Hapus akun, hapus aplikasi, bye. Banyak spam telepon, takut aplikasinya ga aman",0,"['hapus', 'akun', 'hapus', 'aplikasi', 'bye', 'spam', 'telepon', 'takut', 'aplikasi', 'ga', 'aman']"
5,3/19/2022 3:06,AAssalau'alaikum ZENIUS. BESTT BANGET,2,"['aassalau', 'alaikum', 'zenius', 'bestt', 'banget']"
5,5/10/2022 10:28,Sangat membantu dan juga menambah pengetahuan semangat dan maju terus zeniuss,2,"['bantu', 'tambah', 'tahu', 'semangat', 'maju', 'zeniuss']"
5,3/15/2022 14:28,Makasi banyak banyak zenius,2,"['makas', 'zenius']"
3,9/1/2022 8:35,"Admin tolong lah perbaiki materi fisika, ada beberapa yang vidionya gk bisa diputar",0,"['admin', 'tolong', 'baik', 'materi', 'fisika', 'ada', 'vidionya', 'gk', 'putar']"
1,5/28/2022 9:57,Sangat menggangu saat main game,0,"['menggangu', 'main', 'game']"
3,10/22/2020 7:07,"Zenius sangat membantu saya dlam pelajaran. Tapi saat setelah di update knapa sering tidak bisa digunakan contohnya saya mau buka video pembelajaran selalu ada kata, ""ADA YG SALAH, MUAT ULANG"" padahal saya sudah premium sejak semester lalu, tolong dong untuk developer nya ??",1,"['zenius', 'bantu', 'dlam', 'ajar', 'update', 'knapa', 'tidak', 'contoh', 'buka', 'video', 'ajar', 'ada', 'ada', 'yg', 'salah', 'muat', 'ulang', 'premium', 'semester', 'tolong', 'developer', 'nya']"
1,3/12/2022 14:01,Gara gara aplikasi ini guru gw suruh donload ini apk dh gk di kasih kuota memo penuh suruh donload aplikasi lg,0,"['gara', 'gara', 'aplikasi', 'guru', 'gw', 'suruh', 'donload', 'apk', 'dh', 'gk', 'kasih', 'kuota', 'memo', 'penuh', 'suruh', 'donload', 'aplikasi', 'lg']"
5,11/29/2022 0:52,Keren bet dah botnya,2,"['keren', 'bet', 'dah', 'bot']"
4,6/2/2022 4:06,Aplikasinya ketutup sendiri terus om -_-,0,"['aplikasi', 'tutup', 'om']"
5,2/12/2022 8:41,"Sangat asyik belajar bareng Zenius, Ga terlalu basa basi langsung pemahaman materi.",2,"['asyik', 'ajar', 'bareng', 'zenius', 'ga', 'basa', 'basi', 'langsung', 'paham', 'materi']"
5,1/28/2022 10:51,Aplikasi ini sangat seru,2,"['aplikasi', 'seru']"
5,6/22/2022 3:19,"jujur saya salut dengan pencipta zenius,terimakasih bnyk masih menyediakan fitur video pembelajaran gratis untuk kita yg tidak mampu premium,dari dulu zenius adalah app belajar terbaik buat saya...semoga makin maju,zenius makin berkembang,dan bisa dipakai oleh seluruh pelajar indonesia..Terimakasih ZeniusðŸ˜ðŸ¥°ðŸ¤©",2,"['jujur', 'salut', 'cipta', 'zenius', 'terimakasih', 'bnyk', 'sedia', 'fitur', 'video', 'ajar', 'gratis', 'yg', 'tidak', 'premium', 'zenius', 'app', 'ajar', 'baik', 'moga', 'maju', 'zenius', 'kembang', 'pakai', 'ajar', 'indonesia', 'terimakasih', 'zenius']"
5,6/8/2022 2:55,Apk paling top dah,2,"['apk', 'top', 'dah']"
1,3/10/2022 9:11,"Gk usab nelpon mulu!!!! Dikira gk ngeggangu, gw lagi ujian di telpon mulu",0,"['gk', 'usab', 'nelpon', 'mulu', 'gk', 'ngeggangu', 'gw', 'uji', 'telpon', 'mulu']"
5,6/13/2022 14:57,SAYA BERIKAN BINTANG LIMA,2,['bintang']
4,8/27/2022 0:31,"Tampilan awal sih bagus ya, cuman kayaknya aplikasi ini lebih ke penggunaan untuk anak SMA/MA ya kalau untuk SMK masih belum kayaknya, moga aja nanti ada",1,"['tampil', 'sih', 'bagus', 'ya', 'cuman', 'kayak', 'aplikasi', 'guna', 'anak', 'sma', 'ma', 'ya', 'smk', 'belum', 'kayak', 'moga', 'aja', 'ada']"
1,10/20/2022 10:06,Lemot,0,['lot']
5,9/19/2022 9:07,Saya sangat puas dengan zenius,2,"['puas', 'zenius']"
5,3/11/2022 4:22,"Alhamdulillah, masalaah di respon cepat",2,"['alhamdulillah', 'masalaah', 'respon', 'cepat']"
5,3/9/2022 14:09,Menyenangkan Sekali,2,['senang']
1,12/2/2022 0:52,"Sangat jelek, tidak bisa melihat rincian jawaban",0,"['jelek', 'tidak', 'rincian', 'jawab']"
5,2/12/2022 4:28,"Zen kenapa sih kadang lemot/loading tiap buka vid pembelajaran padahal sinyal wifi lancar2 aja, mohon kepada pihak zen untuk segera di perbaiki masalah ini.",0,"['zen', 'sih', 'kadang', 'lot', 'loading', 'buka', 'vid', 'ajar', 'sinyal', 'wifi', 'lancar', 'aja', 'mohon', 'zen', 'baik']"
4,7/12/2022 7:37,bagus membantu dah ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ–•,2,"['bagus', 'bantu', 'dah']"
1,7/19/2022 11:37,Orang yg promosi di wa mengganggu dan saat sudah langganan belajar suruh ini suruh itu malas aku ðŸ‘Ž,0,"['orang', 'yg', 'promosi', 'wa', 'ganggu', 'langgan', 'ajar', 'suruh', 'suruh', 'malas']"
3,1/23/2023 12:10,"bagus banget aplikasi nya, tapi sayang suka terjadi error",1,"['bagus', 'banget', 'aplikasi', 'nya', 'sayang', 'suka', 'error']"
5,5/13/2022 12:10,"Materi di aplikasi ini udah lengkap banget, ngebantu aku buat bikin materi ngajar, dan jadi bikin semakin paham sama materi-materi sulit. Ada kuisnya juga, bikin belajar jadi lebih seru. Tentornya juga asik dan ga bikin bosen.",2,"['materi', 'aplikasi', 'udah', 'lengkap', 'banget', 'ngebantu', 'bikin', 'materi', 'ngajar', 'bikin', 'paham', 'materi', 'materi', 'sulit', 'ada', 'kuis', 'bikin', 'ajar', 'seru', 'tentornya', 'asik', 'ga', 'bikin', 'bosen']"
3,6/1/2022 14:47,Parah banget jaringan full tapi gk bisa kebuka tolong dong di perbaiki lagi pas di uninstall terus download lagi malah lama padahal jaringan ful,0,"['parah', 'banget', 'jaring', 'full', 'gk', 'buka', 'tolong', 'baik', 'pas', 'uninstall', 'download', 'lama', 'jaring', 'ful']"
5,2/16/2022 6:14,Aku suka sama aplikasi zenius tidak mengecewakan,2,"['suka', 'aplikasi', 'zenius', 'tidak', 'kecewa']"
5,7/9/2022 10:49,baguss appnya,2,"['baguss', 'appnya']"
5,8/26/2022 7:10,"Lumayan buat belajar tapi mapel pelajaranya bisa ditambah lagi gak kak misalnya ips,ppkn,sbd,penjas,dll.tapi untuk fitur fiturnya bagus***** saya kasih bintang lima. Terima kasih",1,"['lumayan', 'ajar', 'mapel', 'pelajaranya', 'tambah', 'gak', 'kak', 'ips', 'ppkn', 'sbd', 'jas', 'dll', 'fitur', 'fiturnya', 'bagus', 'kasih', 'bintang', 'terima', 'kasih']"
5,3/10/2022 13:23,Sangat membantu dan suka dengan aplikasi ini,2,"['bantu', 'suka', 'aplikasi']"
3,5/21/2021 7:40,"Penjelasannya baguss tapi kenapa ya ini kalau loading suka lama, pdahal sinyal bagus, tpi loading lma jd kdg suka hrs kluar dl biar lncar lg, mohon d perbaiki y",1,"['jelas', 'baguss', 'ya', 'loading', 'suka', 'lama', 'pdahal', 'sinyal', 'bagus', 'tpi', 'loading', 'lma', 'jd', 'kdg', 'suka', 'hrs', 'kluar', 'dl', 'biar', 'lncar', 'lg', 'mohon', 'd', 'baik', 'y']"
5,4/6/2022 21:46,Membantu belajar anak online,2,"['bantu', 'ajar', 'anak', 'online']"
5,3/31/2022 12:03,Aplikasi ya jelek banget. Males download,0,"['aplikasi', 'ya', 'jelek', 'banget', 'males', 'download']"
5,4/13/2022 6:16,Mantap apk ini karena Vidio yang kita tonton mudah kita mengerti dan di sekolah kadang ada yang di keluarkan kayak Vidio zeniusðŸ™ðŸ™ðŸ™ðŸ™,2,"['mantap', 'apk', 'vidio', 'tonton', 'mudah', 'erti', 'sekolah', 'kadang', 'ada', 'keluar', 'kayak', 'vidio', 'zenius']"
5,3/8/2022 2:29,"Gua sih lebih baik zenius karna zenius itu sangat menyenangkan, dan membuat saya bisa menjadi lebih baik dari pada sebelum nya, kalian kalo nggak download bakal nyesel dh beneranðŸ˜ðŸ‘",2,"['gua', 'sih', 'zenius', 'karna', 'zenius', 'senang', 'nya', 'kalo', 'nggak', 'download', 'nyesel', 'dh', 'beneran']"
5,5/14/2022 3:03,"Suka banget sama aplikasi belajar yang ini, soalnya ada fitur ZenBot yang ngebantu aku buat ngerjain tugas-tugas dari sekolah yang sulit. Ada banyak soal try out juga, jadi bisa aku pakai buat latihan.",2,"['suka', 'banget', 'aplikasi', 'ajar', 'ada', 'fitur', 'zenbot', 'ngebantu', 'ngerjain', 'tugas', 'tugas', 'sekolah', 'sulit', 'ada', 'soal', 'try', 'out', 'pakai', 'latih']"
5,7/29/2022 4:08,Aplikasi yah bagus bisa mengurangi waktu main yah anak anak,2,"['aplikasi', 'yah', 'bagus', 'kurang', 'main', 'yah', 'anak', 'anak']"
5,2/9/2022 14:47,Waduh kok pas update materinya banyak yang ilang,0,"['pas', 'update', 'materi', 'ilang']"
5,7/28/2022 3:50,Aplikasix sangat bagus terimakasih banyakðŸ˜,2,"['aplikasix', 'bagus', 'terimakasih']"
5,4/25/2022 7:47,bagus. mudah dimengerti,2,"['bagus', 'mudah', 'erti']"
5,6/16/2022 11:51,"Aplikasi yang sangat membantu,,sangat membantu kita untuk mencari berbagai ilmu",2,"['aplikasi', 'bantu', 'bantu', 'cari', 'ilmu']"
4,11/15/2022 23:10,Saya buka aplikasi nya ga bisa karena dsuruh update ... Eh udah di update sama aja . Gimana dong atasinya ?,0,"['buka', 'aplikasi', 'nya', 'ga', 'dsuruh', 'update', 'eh', 'udah', 'update', 'aja', 'gimana', 'atas']"
5,7/24/2022 10:27,Halo kak aplikasi ini membantu banget ketika aku belajar terima kasih ðŸ˜. Oh iya kak tambahkan pelajaran dong PPKn. Bahasa daerah ;),2,"['halo', 'kak', 'aplikasi', 'bantu', 'banget', 'ajar', 'terima', 'kasih', 'oh', 'iya', 'kak', 'tambah', 'ajar', 'ppkn', 'bahasa', 'daerah']"
5,12/15/2022 1:44,Ah akuuuu ketagihan.,2,"['ah', 'akuuuu', 'tagih']"
4,4/4/2022 14:26,"setiap abis di update selalu jadi lemot banget banget banget, padahal sebelum di update lancarÂ² aja",0,"['abis', 'update', 'lot', 'banget', 'banget', 'banget', 'update', 'lancar', 'aja']"
5,9/27/2022 1:25,Apk ny baguss bngt buat belajar,2,"['apk', 'ny', 'baguss', 'bngt', 'ajar']"
5,2/13/2022 16:44,Sangat bagus benar zenius niiiiiiiiiiiiiiiiiiiiiiiiii bintang 5 lima mantap Zenius semoga sukses ðŸ‘,2,"['bagus', 'zenius', 'niiiiiiiiiiiiiiiiiiiiiiiiii', 'bintang', 'mantap', 'zenius', 'moga', 'sukses']"
5,8/27/2022 13:10,thanks untuk semua yg mwngajar dan orang yg terlibat dalam membangun zenius jadi lebih baik.,2,"['thanks', 'yg', 'mwngajar', 'orang', 'yg', 'libat', 'bangun', 'zenius']"
1,5/4/2022 6:31,Aplikasinya bagus penjelasannya juga mudah dipahami dan ga ngebosenin sama sekali. Tapi aku baru gunain ini baru banget kok udah sering eror ya ketika aku mau ikutan latihan soal UTBK,1,"['aplikasi', 'bagus', 'jelas', 'mudah', 'paham', 'ga', 'ngebosenin', 'gunain', 'banget', 'udah', 'eror', 'ya', 'ikut', 'latih', 'soal', 'utbk']"
5,9/25/2022 14:03,nice,2,['nice']
3,4/11/2022 2:22,"Zenius itu sebenarnya udah bagus, apalagi fitur Zencore sama debrak utbk nya.Cuman sayangnya, setiap buka aplikasi zenius loading nya lama, waktu terbuang cuman gara² nugguin loadingan zenius. Bukan hanya itu, setiap nonton Vidio pembahasan/lainnya loading lama juga. Padahal koneksi internet bagus banget, suka ga mood belajar kalo udh gini. Semoga bisa di perbaiki lagi, good luck!",1,"['zenius', 'udah', 'bagus', 'fitur', 'zencore', 'debrak', 'utbk', 'nya', 'cuman', 'sayang', 'buka', 'aplikasi', 'zenius', 'loading', 'nya', 'lama', 'buang', 'cuman', 'gara', 'nugguin', 'loadingan', 'zenius', 'nonton', 'vidio', 'bahas', 'loading', 'lama', 'koneksi', 'internet', 'bagus', 'banget', 'suka', 'ga', 'mood', 'ajar', 'kalo', 'udh', 'gin', 'moga', 'baik', 'good', 'luck']"
5,6/21/2022 13:49,"Penjelasan mengenai materi to the point, tidak bertele tele, penyampaiannya santai tidak menggurui, dan yang terpenting sangat menekankan konsep dari pada hafalan. Tbh mengenai tampilan semoga bisa ditingkatkan ya, dan fiturnya semoga ke depan lebih lengkap lagi. Saya yakin kalau murid murid di Indonesia belajar dengan metode yang benar seperti yang diajarkan di zenius pasti hasilnya luar biasa.",2,"['jelas', 'materi', 'to', 'the', 'point', 'tidak', 'tele', 'tele', 'sampai', 'santai', 'tidak', 'guru', 'penting', 'tekan', 'konsep', 'hafal', 'tbh', 'tampil', 'moga', 'tingkat', 'ya', 'fiturnya', 'moga', 'lengkap', 'murid', 'murid', 'indonesia', 'ajar', 'metode', 'ajar', 'zenius', 'hasil']"
5,3/23/2022 5:05,Bagus banget + Ramahh lumayan mudah untuk dimengerti,2,"['bagus', 'banget', 'ramahh', 'lumayan', 'mudah', 'erti']"
3,4/18/2022 20:30,Tidak ada materi untuk sekolah smk,0,"['tidak', 'ada', 'materi', 'sekolah', 'smk']"
5,7/4/2022 22:08,"Bagus banget buat anakku yang senengnya belajar secara audio visual. Video pembelajarannya menarik. ZenBot juga keren, membantu buat ngerjain soal yang nggak dimengerti. Btw, fundamental skills di ZenCore sekarang ada sainsnya, ya. Aku ikut nyoba. Kaget sendiri karena ternyata skorku cukup bagus. Hehe... Semoga ke depannya makin bagus.",2,"['bagus', 'banget', 'anak', 'neng', 'ajar', 'audio', 'visual', 'video', 'ajar', 'tarik', 'zenbot', 'keren', 'bantu', 'ngerjain', 'soal', 'nggak', 'erti', 'btw', 'fundamental', 'skills', 'zencore', 'ada', 'sains', 'ya', 'nyoba', 'kaget', 'skor', 'bagus', 'hehe', 'moga', 'depan', 'bagus']"
3,1/25/2021 4:40,Cukup bagus sih tapi lemot,1,"['bagus', 'sih', 'lot']"
5,2/2/2022 3:36,sangat membantu dalam belajar,2,"['bantu', 'ajar']"
3,3/31/2022 10:09,"Demi apapun aplikasi bagus banget, tp plis dong jangan suka spam telp sumpah annoying bngt dah kyk nunggak pinjol, mungkin kalo chat di WA masih make sense lah ada 1 org biasanya, lah ini telp sehari masuk sampe 10×",1,"['apa', 'aplikasi', 'bagus', 'banget', 'tp', 'plis', 'suka', 'spam', 'telp', 'sumpah', 'annoying', 'bngt', 'dah', 'kyk', 'nunggak', 'pinjol', 'kalo', 'chat', 'wa', 'make', 'sense', 'ada', 'org', 'telp', 'hari', 'masuk', 'sampe']"
